AttributeColumn,Match,Analyte,StdUnits
"""Ca-4A/OE-ppm""",Start_sep,Ca,PPM
"""Ca-MA4010-pct""",Start_sep,Ca,PPM
"""Ca-pct-MA4010""",Start_sep,Ca,PPM
"""Ca-ppm-4A/OE""",Start_sep,Ca,PPM
"""CaO
%""",Start_sep,CaO,PCT
"""Ca_OES""",Start_sep,Ca,PPM
"""Cd""",Exact,Cd,PPM
"""Cd-4A/MS-ppm""",Start_sep,Cd,PPM
"""Cd-4A/OE-ppm""",Start_sep,Cd,PPM
"""Cd-MA4010-ppm""",Start_sep,Cd,PPM
"""Cd-ppm-4A/MS""",Start_sep,Cd,PPM
"""Cd-ppm-4A/OE""",Start_sep,Cd,PPM
"""Cd-ppm-MA4010""",Start_sep,Cd,PPM
"""Cd_MS""",Start_sep,Cd,PPM
"""Ce-4A/MS-ppm""",Start_sep,Ce,PPM
"""Ce-4A/OE-ppm""",Start_sep,Ce,PPM
"""Ce-MA4010-ppm""",Start_sep,Ce,PPM
"""Ce-ppm-4A/MS""",Start_sep,Ce,PPM
"""Ce-ppm-4A/OE""",Start_sep,Ce,PPM
"""Ce-ppm-MA4010""",Start_sep,Ce,PPM
"""Ce_MS""",Start_sep,Ce,PPM
"""Co""",Exact,Co,PPM
"""Co-4A/MS-ppm""",Start_sep,Co,PPM
"""Co-4A/OE-ppm""",Start_sep,Co,PPM
"""Co-MA4010-ppm""",Start_sep,Co,PPM
"""Co-ppm-4A/MS""",Start_sep,Co,PPM
"""Co-ppm-4A/OE""",Start_sep,Co,PPM
"""Co-ppm-MA4010""",Start_sep,Co,PPM
"""Cr""",Exact,Cr,PPM
"""Cr-4A/OE-ppm""",Start_sep,Cr,PPM
"""Cr-MA4010-ppm""",Start_sep,Cr,PPM
"""Cr-ppm-4A/OE""",Start_sep,Cr,PPM
"""Cr-ppm-MA4010""",Start_sep,Cr,PPM
"""Cs""",Exact,Cs,PPM
"""Cs-4A/MS-ppm""",Start_sep,Cs,PPM
"""Cs-ppm-4A/MS""",Start_sep,Cs,PPM
"""Cs_MS""",Start_sep,Cs,PPM
"""Cu
ppm""",Start_sep,Cu,PPM
"""Cu""",Exact,Cu,PPM
"""Cu,Pb,Zn combined""",Unmatched,NULL,NULL
"""Cu-4A/OE-ppm""",Start_sep,Cu,PPM
"""Cu-4AH/OE-ppm""",Start_sep,Cu,PPM
"""Cu-MA4010-ppm""",Start_sep,Cu,PPM
"""Cu-pct-4AH/AA""",Start_sep,Cu,PPM
"""Cu-ppm-4A/OE""",Start_sep,Cu,PPM
"""Cu-ppm-4AH/OE""",Start_sep,Cu,PPM
"""Cu-ppm-FP1/OE""",Start_sep,Cu,PPM
"""Cu-ppm-MA4010""",Start_sep,Cu,PPM
"""Cu-ppm-MA41OES""",Start_sep,Cu,PPM
"""Direct Shear Test 
- ?sf""",Unmatched,NULL,NULL
"""Dy-4A/MS-ppm""",Start_sep,Dy,PPM
"""Dy-ppm-4A/MS""",Start_sep,Dy,PPM
"""Dy_R""",Start_sep,Dy,PPM
"""Er-4A/MS-ppm""",Start_sep,Er,PPM
"""Er-ppm-4A/MS""",Start_sep,Er,PPM
"""Er_R""",Start_sep,Er,PPM
"""Eu-4A/MS-ppm""",Start_sep,Eu,PPM
"""Eu-ppm-4A/MS""",Start_sep,Eu,PPM
"""Eu_R""",Start_sep,Eu,PPM
"""Fe""",Exact,Fe,PCT
"""Fe-4A/OE-pct""",Start_sep,Fe,PCT
"""Fe-MA4010-pct""",Start_sep,Fe,PCT
"""Fe-pct-4A/OE""",Start_sep,Fe,PCT
"""Fe-pct-MA4010""",Start_sep,Fe,PCT
"""Fe2O3
%""",Start_sep,Fe2O3,PCT
"""Ga-4A/MS-ppm""",Start_sep,Ga,PPM
"""Ga-ppm-4A/MS""",Start_sep,Ga,PPM
"""Ga_MS""",Start_sep,Ga,PPM
"""Gd-4A/MS-ppm""",Start_sep,Gd,PPM
"""Gd-ppm-4A/MS""",Start_sep,Gd,PPM
"""Gd_R""",Start_sep,Gd,PPM
"""Ge-4A/MS-ppm""",Start_sep,Ge,PPM
"""Ge-ppm-4A/MS""",Start_sep,Ge,PPM
"""Ge_MS""",Start_sep,Ge,PPM
"""Gold (ppb)
0.6""",Start_sep,Au,PPM
"""Hf""",Exact,Hf,PPM
"""Hf-4A/MS-ppm""",Start_sep,Hf,PPM
"""Hf-ppm-4A/MS""",Start_sep,Hf,PPM
"""Hf_MS""",Start_sep,Hf,PPM
"""Hg""",Exact,Hg,PPM
"""Hg_MS""",Start_sep,Hg,PPM
"""Ho-4A/MS-ppm""",Start_sep,Ho,PPM
"""Ho-ppm-4A/MS""",Start_sep,Ho,PPM
"""Ho_R""",Start_sep,Ho,PPM
"""In-4A/MS-ppm""",Start_sep,In,PPM
"""In-ppm-4A/MS""",Start_sep,In,PPM
"""In_MS""",Start_sep,In,PPM
"""K""",Exact,K,PPM
"""K-4A/OE-ppm""",Start_sep,K,PPM
"""K-MA4010-pct""",Start_sep,K,PPM
"""K-pct-MA4010""",Start_sep,K,PPM
"""K-ppm-4A/OE""",Start_sep,K,PPM
"""K2O
%""",Start_sep,K2O,PCT
"""LOI
%""",Start_sep,LOI,PCT
"""LOI 1,000 """,Start_sep,LOI,PCT
"""La-4A/MS-ppm""",Start_sep,La,PPM
"""La-4A/OE-ppm""",Start_sep,La,PPM
"""La-MA4010-ppm""",Start_sep,La,PPM
"""La-ppm-4A/MS""",Start_sep,La,PPM
"""La-ppm-4A/OE""",Start_sep,La,PPM
"""La-ppm-MA4010""",Start_sep,La,PPM
"""La_MS""",Start_sep,La,PPM
"""Li-4A/MS-ppm""",Start_sep,Li,PPM
"""Li-4A/OE-ppm""",Start_sep,Li,PPM
"""Li-MA4010-ppm""",Start_sep,Li,PPM
"""Li-ppm-4A/MS""",Start_sep,Li,PPM
"""Li-ppm-4A/OE""",Start_sep,Li,PPM
"""Li-ppm-MA4010""",Start_sep,Li,PPM
"""Li_OES""",Start_sep,Li,PPM
"""Lu-4A/MS-ppm""",Start_sep,Lu,PPM
"""Lu-ppm-4A/MS""",Start_sep,Lu,PPM
"""Lu_R""",Start_sep,Lu,PPM
"""Mg-4A/OE-ppm""",Start_sep,Mg,PPM
"""Mg-MA4010-pct""",Start_sep,Mg,PPM
"""Mg-pct-MA4010""",Start_sep,Mg,PPM
"""Mg-ppm-4A/OE""",Start_sep,Mg,PPM
"""MgO
%""",Start_sep,MgO,PCT
"""Mn ppm, >1000""",Start_sep,Mn,PPM
"""Mn""",Exact,Mn,PPM
"""Mn-4A/OE-ppm""",Start_sep,Mn,PPM
"""Mn-MA4010-ppm""",Start_sep,Mn,PPM
"""Mn-ppm-4A/OE""",Start_sep,Mn,PPM
"""Mn-ppm-MA4010""",Start_sep,Mn,PPM
"""Mn2O3
%""",Unmatched,NULL,NULL
"""Mo""",Exact,Mo,PPM
"""Mo-4A/MS-ppm""",Start_sep,Mo,PPM
"""Mo-4A/OE-ppm""",Start_sep,Mo,PPM
"""Mo-MA4010-ppm""",Start_sep,Mo,PPM
"""Mo-ppm-4A/MS""",Start_sep,Mo,PPM
"""Mo-ppm-4A/OE""",Start_sep,Mo,PPM
"""Mo-ppm-MA4010""",Start_sep,Mo,PPM
"""Na-4A/OE-ppm""",Start_sep,Na,PPM
"""Na-MA4010-pct""",Start_sep,Na,PPM
"""Na-pct-MA4010""",Start_sep,Na,PPM
"""Na-ppm-4A/OE""",Start_sep,Na,PPM
"""Na2O
%""",Start_sep,Na2O,PCT
"""Na_OES""",Start_sep,Na,PPM
"""Nb""",Exact,Nb,PPM
"""Nb-4A/MS-ppm""",Start_sep,Nb,PPM
"""Nb-ppm-4A/MS""",Start_sep,Nb,PPM
"""Nb_MS""",Start_sep,Nb,PPM
"""Nd-4A/MS-ppm""",Start_sep,Nd,PPM
"""Nd-ppm-4A/MS""",Start_sep,Nd,PPM
"""Nd_R""",Start_sep,Nd,PPM
"""Ni
ppm""",Start_sep,Ni,PPM
"""Ni""",Exact,Ni,PPM
"""Ni-4A/OE-ppm""",Start_sep,Ni,PPM
"""Ni-MA4010-ppm""",Start_sep,Ni,PPM
"""Ni-ppm-4A/OE""",Start_sep,Ni,PPM
"""Ni-ppm-MA4010""",Start_sep,Ni,PPM
"""NiAcc, m%""",Unmatched,NULL,NULL
"""NiMax, ppm""",Unmatched,NULL,NULL
"""NiR2-ppm-MA4010""",Unmatched,NULL,NULL
"""P-4A/OE-ppm""",Start_sep,P,PPM
"""P-MA4010-ppm""",Start_sep,P,PPM
"""P-pct-MA41OES""",Start_sep,P,PPM
"""P-ppm-4A/OE""",Start_sep,P,PPM
"""P-ppm-MA4010""",Start_sep,P,PPM
"""P2O5
%""",Start_sep,P2O5,PCT
"""P_OES""",Start_sep,P,PPM
"""Pass-pct--75 micron""",Unmatched,NULL,NULL
"""Pb
ppm""",Start_sep,Pb,PPM
"""Pb""",Exact,Pb,PPM
"""Pb-4A/MS-ppm""",Start_sep,Pb,PPM
"""Pb-4A/OE-ppm""",Start_sep,Pb,PPM
"""Pb-4AH/AA-pct""",Start_sep,Pb,PPM
"""Pb-4AH/OE-ppm""",Start_sep,Pb,PPM
"""Pb-MA4010-ppm""",Start_sep,Pb,PPM
"""Pb-pct-4AH/AA""",Start_sep,Pb,PPM
"""Pb-ppm-4A/MS""",Start_sep,Pb,PPM
"""Pb-ppm-4A/OE""",Start_sep,Pb,PPM
"""Pb-ppm-4AH/OE""",Start_sep,Pb,PPM
"""Pb-ppm-MA4010""",Start_sep,Pb,PPM
"""Pb-ppm-MA41OES""",Start_sep,Pb,PPM
"""Pd
ppb""",Start_sep,Pd,PPB
"""Pd""",Exact,Pd,PPB
"""Pr-4A/MS-ppm""",Start_sep,Pr,PPM
"""Pr-ppm-4A/MS""",Start_sep,Pr,PPM
"""Pr_R""",Start_sep,Pr,PPM
"""Pt
ppb""",Start_sep,Pt,PPB
"""Rb""",Exact,Rb,PPM
"""Rb-4A/MS-ppm""",Start_sep,Rb,PPM
"""Rb-ppm-4A/MS""",Start_sep,Rb,PPM
"""Rb_MS""",Start_sep,Rb,PPM
"""Re""",Exact,Re,PPM
"""Re-4A/MS-ppm""",Start_sep,Re,PPM
"""Re-ppm-4A/MS""",Start_sep,Re,PPM
"""Re_MS""",Start_sep,Re,PPM
"""S""",Exact,S,PCT
"""S-4A/OE-ppm""",Start_sep,S,PCT
"""S-4AH/OE-pct""",Start_sep,S,PCT
"""S-MA4010-pct""",Start_sep,S,PCT
"""S-pct-4AH/OE""",Start_sep,S,PCT
"""S-pct-FP1/OE""",Start_sep,S,PCT
"""S-pct-INDF01""",Start_sep,S,PCT
"""S-pct-MA4010""",Start_sep,S,PCT
"""S-pct-MA41OES""",Start_sep,S,PCT
"""S-ppm-4A/OE""",Start_sep,S,PCT
"""S-ppm-4AH/OE""",Start_sep,S,PCT
"""SO3
%""",Start_sep,SO3,PCT
"""S_OES""",Start_sep,S,PCT
"""Sb""",Exact,Sb,PPM
"""Sb-4A/MS-ppm""",Start_sep,Sb,PPM
"""Sb-4A/OE-ppm""",Start_sep,Sb,PPM
"""Sb-MA4010-ppm""",Start_sep,Sb,PPM
"""Sb-ppm-4A/MS""",Start_sep,Sb,PPM
"""Sb-ppm-4A/OE""",Start_sep,Sb,PPM
"""Sb-ppm-MA4010""",Start_sep,Sb,PPM
"""Sc""",Exact,Sc,PPM
"""Sc-4A/MS-ppm""",Start_sep,Sc,PPM
"""Sc-4A/OE-ppm""",Start_sep,Sc,PPM
"""Sc-MA4010-ppm""",Start_sep,Sc,PPM
"""Sc-ppm-4A/MS""",Start_sep,Sc,PPM
"""Sc-ppm-4A/OE""",Start_sep,Sc,PPM
"""Sc-ppm-MA4010""",Start_sep,Sc,PPM
"""Sc_OES""",Start_sep,Sc,PPM
"""Se""",Exact,Se,PPM
"""Se-4A/MS-ppm""",Start_sep,Se,PPM
"""Se-ppm-4A/MS""",Start_sep,Se,PPM
"""Se_MS""",Start_sep,Se,PPM
"""SiO2
%""",Start_sep,SiO2,PCT
"""Sm-4A/MS-ppm""",Start_sep,Sm,PPM
"""Sm-ppm-4A/MS""",Start_sep,Sm,PPM
"""Sm_R""",Start_sep,Sm,PPM
"""Sn""",Exact,Sn,PPM
"""Sn-4A/MS-ppm""",Start_sep,Sn,PPM
"""Sn-4A/OE-ppm""",Start_sep,Sn,PPM
"""Sn-MA4010-ppm""",Start_sep,Sn,PPM
"""Sn-ppm-4A/MS""",Start_sep,Sn,PPM
"""Sn-ppm-4A/OE""",Start_sep,Sn,PPM
"""Sn-ppm-MA4010""",Start_sep,Sn,PPM
"""Sr""",Exact,Sr,PPM
"""Sr-4A/MS-ppm""",Start_sep,Sr,PPM
"""Sr-4A/OE-ppm""",Start_sep,Sr,PPM
"""Sr-MA4010-ppm""",Start_sep,Sr,PPM
"""Sr-ppm-4A/MS""",Start_sep,Sr,PPM
"""Sr-ppm-4A/OE""",Start_sep,Sr,PPM
"""Sr-ppm-MA4010""",Start_sep,Sr,PPM
"""SrO
%""",Start_sep,SrO,PCT
"""Sulphur, S""",Start_sep,S,PCT
"""Ta""",Exact,Ta,PPM
"""Ta-4A/MS-ppm""",Start_sep,Ta,PPM
"""Ta-ppm-4A/MS""",Start_sep,Ta,PPM
"""Ta_MS""",Start_sep,Ta,PPM
"""Tb-4A/MS-ppm""",Start_sep,Tb,PPM
"""Tb-ppm-4A/MS""",Start_sep,Tb,PPM
"""Tb_R""",Start_sep,Tb,PPM
"""Te""",Exact,Te,PPM
"""Te-4A/MS-ppm""",Start_sep,Te,PPM
"""Te-4A/OE-ppm""",Start_sep,Te,PPM
"""Te-MA4010-ppm""",Start_sep,Te,PPM
"""Te-ppm-4A/MS""",Start_sep,Te,PPM
"""Te-ppm-4A/OE""",Start_sep,Te,PPM
"""Te-ppm-MA4010""",Start_sep,Te,PPM
"""Te_MS""",Start_sep,Te,PPM
"""Th""",Exact,Th,PPM
"""Th-4A/MS-ppm""",Start_sep,Th,PPM
"""Th-ppm-4A/MS""",Start_sep,Th,PPM
"""Th_MS""",Start_sep,Th,PPM
"""Thorium, Th""",Start_sep,Th,PPM
"""Ti""",Exact,Ti,PPM
"""Ti-4A/OE-ppm""",Start_sep,Ti,PPM
"""Ti-MA4010-pct""",Start_sep,Ti,PPM
"""Ti-pct-MA4010""",Start_sep,Ti,PPM
"""Ti-ppm-4A/OE""",Start_sep,Ti,PPM
"""TiO2
%""",Start_sep,TiO2,PCT
"""Ti_OES""",Start_sep,Ti,PPM
"""Tl-4A/MS-ppm""",Start_sep,Tl,PPM
"""Tl-4A/OE-ppm""",Start_sep,Tl,PPM
"""Tl-MA4010-ppm""",Start_sep,Tl,PPM
"""Tl-ppm-4A/MS""",Start_sep,Tl,PPM
"""Tl-ppm-4A/OE""",Start_sep,Tl,PPM
"""Tl-ppm-MA4010""",Start_sep,Tl,PPM
"""Tl_MS""",Start_sep,Tl,PPM
"""Tm-4A/MS-ppm""",Start_sep,Tm,PPM
"""Tm-ppm-4A/MS""",Start_sep,Tm,PPM
"""Tm_R""",Start_sep,Tm,PPM
"""U""",Exact,U,PPM
"""U-4A/MS-ppm""",Start_sep,U,PPM
"""U-ppm-4A/MS""",Start_sep,U,PPM
"""Uranium, U""",Start_sep,U,PPM
"""V""",Exact,V,PPM
"""V-4A/OE-ppm""",Start_sep,V,PPM
"""V-MA4010-ppm""",Start_sep,V,PPM
"""V-ppm-4A/OE""",Start_sep,V,PPM
"""V-ppm-MA4010""",Start_sep,V,PPM
"""VISUAL
QUARTZ""",Unmatched,NULL,NULL
"""V_OES""",Start_sep,V,PPM
"""W""",Exact,W,PPM
"""W-4A/MS-ppm""",Start_sep,W,PPM
"""W-4A/OE-ppm""",Start_sep,W,PPM
"""W-MA4010-ppm""",Start_sep,W,PPM
"""W-ppm-4A/MS""",Start_sep,W,PPM
"""W-ppm-4A/OE""",Start_sep,W,PPM
"""W-ppm-FP1/OE""",Start_sep,W,PPM
"""W-ppm-MA4010""",Start_sep,W,PPM
"""Y""",Exact,Y,PPM
"""Y-4A/MS-ppm""",Start_sep,Y,PPM
"""Y-ppm-4A/MS""",Start_sep,Y,PPM
"""Y_MS""",Start_sep,Y,PPM
"""Yb-4A/MS-ppm""",Start_sep,Yb,PPM
"""Yb-ppm-4A/MS""",Start_sep,Yb,PPM
"""Yb_R""",Start_sep,Yb,PPM
"""Zn
ppm""",Start_sep,Zn,PPM
"""Zn""",Exact,Zn,PPM
"""Zn-4A/OE-ppm""",Start_sep,Zn,PPM
"""Zn-4AH/OE-ppm""",Start_sep,Zn,PPM
"""Zn-MA4010-ppm""",Start_sep,Zn,PPM
"""Zn-ppm-4A/OE""",Start_sep,Zn,PPM
"""Zn-ppm-4AH/OE""",Start_sep,Zn,PPM
"""Zn-ppm-MA4010""",Start_sep,Zn,PPM
"""Zn-ppm-MA41OES""",Start_sep,Zn,PPM
"""Zr""",Exact,Zr,PPM
"""Zr-4A/MS-ppm""",Start_sep,Zr,PPM
"""Zr-ppm-4A/MS""",Start_sep,Zr,PPM
"""Zr_MS""",Start_sep,Zr,PPM
%,Unmatched,NULL,NULL
% '+1mm',Unmatched,NULL,NULL
% '-1mm+45u',Unmatched,NULL,NULL
% '-45u',Unmatched,NULL,NULL
% -75um,Unmatched,NULL,NULL
% CLAY,Unmatched,NULL,NULL
% Course Sand,Unmatched,NULL,NULL
% Fine Sand,Unmatched,NULL,NULL
% Lag,Unmatched,NULL,NULL
% Mag,Unmatched,NULL,NULL
% Moisture,Unmatched,NULL,NULL
% OS,Unmatched,NULL,NULL
% Pass,Unmatched,NULL,NULL
% Pass_100,Unmatched,NULL,NULL
% Passing 1.18mm,Unmatched,NULL,NULL
% Passing 19mm,Unmatched,NULL,NULL
% Piso,Unmatched,NULL,NULL
% Qtz,Unmatched,NULL,NULL
% Rock,Unmatched,NULL,NULL
% Sand,Unmatched,NULL,NULL
% Silt,Unmatched,NULL,NULL
% Soil,Unmatched,NULL,NULL
% of Ilm+Others,Unmatched,NULL,NULL
% of Ilmenite,Unmatched,NULL,NULL
% of Magnetite,Unmatched,NULL,NULL
% of Non Mags,Unmatched,NULL,NULL
% of float,Unmatched,NULL,NULL
% of sinks,Unmatched,NULL,NULL
% of total sample,Unmatched,NULL,NULL
% outcrop,Unmatched,NULL,NULL
% pisolite,Unmatched,NULL,NULL
% to Tails,Unmatched,NULL,NULL
%+75um,Unmatched,NULL,NULL
%<80,Unmatched,NULL,NULL
%Al,Exact,Al,PPM
%Al2O3,Exact,Al2O3,PCT
%As,Exact,As,PPM
%Ba,Exact,Ba,PPM
%Ca,Exact,Ca,PPM
%CaO,Exact,CaO,PCT
%Cl,Exact,Cl,PPM
%Co,Exact,Co,PPM
%Cr,Exact,Cr,PPM
%Cu,Exact,Cu,PPM
%Fe,Exact,Fe,PCT
%Fe2O3,Exact,Fe2O3,PCT
%HM,Exact,HM,PCT
%K2O,Exact,K2O,PCT
%LOI,Exact,LOI,PCT
%Lith,Unmatched,NULL,NULL
%Lith Fragments,Unmatched,NULL,NULL
%Mag,Unmatched,NULL,NULL
%Magnetite,Unmatched,NULL,NULL
%Mg,Exact,Mg,PPM
%MgO,Exact,MgO,PCT
%MnO,Exact,MnO,PCT
%MnO2,Exact,MnO2,PCT
%Na2,Start_num,Na,PPM
%Na2O,Exact,Na2O,PCT
%Nb,Exact,Nb,PPM
%Ni,Exact,Ni,PPM
%ORE_TOS,Unmatched,NULL,NULL
%Oversize,Unmatched,NULL,NULL
%P,Exact,P,PPM
%P205,Exact,P2O5,PCT
%P2O5,Exact,P2O5,PCT
%PASS-3,Unmatched,NULL,NULL
%PASS-75,Unmatched,NULL,NULL
%Pass,Unmatched,NULL,NULL
%Pb,Exact,Pb,PPM
%Piso,Unmatched,NULL,NULL
%Pisolite,Unmatched,NULL,NULL
%Py,Unmatched,NULL,NULL
%Q,Unmatched,NULL,NULL
%Qtz,Unmatched,NULL,NULL
%Qz,Unmatched,NULL,NULL
%S,Exact,S,PCT
%SO3,Exact,SO3,PCT
%Si,Exact,Si,PPM
%Si02,Exact,SiO2,PCT
%SiO2,Exact,SiO2,PCT
%Slimes,Unmatched,NULL,NULL
%Sr,Exact,Sr,PPM
%Ta,Exact,Ta,PPM
%Ti,Exact,Ti,PPM
%TiO2,Exact,TiO2,PCT
%Total,Unmatched,NULL,NULL
%V,Exact,V,PPM
%VQtz,Unmatched,NULL,NULL
%Zn,Exact,Zn,PPM
%Zr,Exact,Zr,PPM
%_+2mm,Unmatched,NULL,NULL
%_-2mm+53u,Unmatched,NULL,NULL
%_-53u,Unmatched,NULL,NULL
%_ACID,Unmatched,NULL,NULL
%_CLAY,Unmatched,NULL,NULL
%_Garnet_of_HM,Unmatched,NULL,NULL
%_Ilmenite_of_HM,Unmatched,NULL,NULL
%_Mags_in_sample,Unmatched,NULL,NULL
%_of sinks,Unmatched,NULL,NULL
%_pass,Unmatched,NULL,NULL
%_to_SUMP,Unmatched,NULL,NULL
%_total sample,Unmatched,NULL,NULL
%hm +710um,Start_sep,HM,PCT
%hm -212elut,Start_sep,HM,PCT
%hm -300/150,Start_sep,HM,PCT
%hm -500/212,Start_sep,HM,PCT
%hm -710/300,Start_sep,HM,PCT
%hm -710/500,Start_sep,HM,PCT
%hm total sample,Start_sep,HM,PCT
%magnetite,Unmatched,NULL,NULL
%slime,Unmatched,NULL,NULL
(Calculation)%_+2mm,Unmatched,NULL,NULL
(ppm),Unmatched,NULL,NULL
*Au Detection limit (ppm),Confidence,NULL,NULL
+/- Error on Ag Reading,Confidence,NULL,NULL
+/- Error on Cr reading,Confidence,NULL,NULL
+/- error on As reading,Confidence,NULL,NULL
+/- error on Bi reading,Confidence,NULL,NULL
+/- error on Ca reading,Confidence,NULL,NULL
+/- error on Cd reading,Confidence,NULL,NULL
+2mm OS%,Unmatched,NULL,NULL
+2mmOS%,Unmatched,NULL,NULL
+3.3mm%,Unmatched,NULL,NULL
+3300um_OS%,Unmatched,NULL,NULL
+500um_OS%,Unmatched,NULL,NULL
-,Unmatched,NULL,NULL
-2+53u',Unmatched,NULL,NULL
-20#PPB1,Unmatched,NULL,NULL
-20#PPB2,Unmatched,NULL,NULL
-2MM,Unmatched,NULL,NULL
-2mm+500um,Unmatched,NULL,NULL
-2mm/+63um TBE sinks,Unmatched,NULL,NULL
-3mm,Unmatched,NULL,NULL
-3mmPCT,Unmatched,NULL,NULL
-500um+53um,Unmatched,NULL,NULL
-53u',Unmatched,NULL,NULL
-53um,Unmatched,NULL,NULL
-63u',Unmatched,NULL,NULL
-75  UM,Unmatched,NULL,NULL
-75 Mic,Unmatched,NULL,NULL
-75 UM,Unmatched,NULL,NULL
-75 micron,Unmatched,NULL,NULL
-75 micron-SVQ01-pct,Unmatched,NULL,NULL
-75?m,Unmatched,NULL,NULL
-75U,Unmatched,NULL,NULL
-75UM_PS_,Unmatched,NULL,NULL
-75UM_PS_Q,Unmatched,NULL,NULL
-75_um_pct,Unmatched,NULL,NULL
-75umPCT,Unmatched,NULL,NULL
-75um_%_PR083,Unmatched,NULL,NULL
-75um_00ZZZ_pct,Unmatched,NULL,NULL
-75um_100,Unmatched,NULL,NULL
-75um_PR083_pct,Unmatched,NULL,NULL
-75um_PR403_pct,Unmatched,NULL,NULL
-75um_PS_/QAGRIND_ppm,Unmatched,NULL,NULL
-75µm,Unmatched,NULL,NULL
-75�m,Unmatched,NULL,NULL
-75�m_pct,Unmatched,NULL,NULL
-75�m_pct_BESTEL,Unmatched,NULL,NULL
-80#asppm,Unmatched,NULL,NULL
-80#cuppm,Unmatched,NULL,NULL
-80#znppm,Unmatched,NULL,NULL
-90�m,Unmatched,NULL,NULL
/QAgrind,Unmatched,NULL,NULL
/SFTOT,Unmatched,NULL,NULL
0.075mm Sieve % Passing,Unmatched,NULL,NULL
0.15mm Sieve % Passing,Unmatched,NULL,NULL
0.3mm Sieve % Passing,Unmatched,NULL,NULL
0.425mm Sieve % Passing,Unmatched,NULL,NULL
0.6mm Sieve % Passing,Unmatched,NULL,NULL
071205Au,Unmatched,NULL,NULL
080906Au1,Unmatched,NULL,NULL
1.18mm Sieve % Passing,Unmatched,NULL,NULL
100*V/Ti,Unmatched,NULL,NULL
100-LOI,Unmatched,NULL,NULL
19mm Sieve % Passing,Unmatched,NULL,NULL
1m RS Au,Unmatched,NULL,NULL
2 PGE,Unmatched,NULL,NULL
2.36mm Sieve % Passing,Unmatched,NULL,NULL
201007Fe,Unmatched,NULL,NULL
238U,Unmatched,NULL,NULL
238U ppm by DNA,Unmatched,NULL,NULL
240203Au,Unmatched,NULL,NULL
24TOT,Unmatched,NULL,NULL
2O_pct_BEST,Unmatched,NULL,NULL
2PGE,Unmatched,NULL,NULL
2PGE's,Unmatched,NULL,NULL
2_PEG,Unmatched,NULL,NULL
2m Comp Au,Unmatched,NULL,NULL
2mm',Unmatched,NULL,NULL
2mm+63u',Unmatched,NULL,NULL
300701Nb,Unmatched,NULL,NULL
37.5mm Sieve % Passing,Unmatched,NULL,NULL
3E_ppm,Unmatched,NULL,NULL
3Eg/t,Unmatched,NULL,NULL
3Eglt,Unmatched,NULL,NULL
4.75mm Sieve % Passing,Unmatched,NULL,NULL
45 <0.5um,Unmatched,NULL,NULL
45 <10um,Unmatched,NULL,NULL
45 <1um,Unmatched,NULL,NULL
45 <2um,Unmatched,NULL,NULL
45 <5um,Unmatched,NULL,NULL
45�m>Particle Size>5�m,Unmatched,NULL,NULL
48TOT,Unmatched,NULL,NULL
72TOT,Unmatched,NULL,NULL
75 um,Unmatched,NULL,NULL
75?m,Unmatched,NULL,NULL
75mm Sieve % Passing,Unmatched,NULL,NULL
75umPCT,Unmatched,NULL,NULL
75um_%,Unmatched,NULL,NULL
75um_PR083_pct,Unmatched,NULL,NULL
75um_QC_SIZE_Samp B,Unmatched,NULL,NULL
75um_QC_SIZE_samp_A,Unmatched,NULL,NULL
75�m,Unmatched,NULL,NULL
80#_Au,Unmatched,NULL,NULL
8a,Unmatched,NULL,NULL
9.5mm Sieve % Passing,Unmatched,NULL,NULL
95micronpass,Unmatched,NULL,NULL
<0.2um,Unmatched,NULL,NULL
<0.5um,Unmatched,NULL,NULL
<1um,Unmatched,NULL,NULL
<2um,Unmatched,NULL,NULL
<45 micron ISO Brightness,Unmatched,NULL,NULL
<45 micron fraction Colour L,Unmatched,NULL,NULL
<5um,Unmatched,NULL,NULL
? 6 PGE's,Unmatched,NULL,NULL
?NA,Unmatched,NULL,NULL
A(ad),Unmatched,NULL,NULL
A(d),Unmatched,NULL,NULL
A-rpt1,Unmatched,NULL,NULL
A-rpt2,Unmatched,NULL,NULL
A1203,Unmatched,NULL,NULL
A3_FA_ppm,Unmatched,NULL,NULL
AAL2O3_ABEA_pct,Unmatched,NULL,NULL
AAL2O3_WDIE_pct,Unmatched,NULL,NULL
AAS Ag 1,Unmatched,NULL,NULL
AAS Au,Unmatched,NULL,NULL
AAS Au 1,Unmatched,NULL,NULL
AAS Au 2,Unmatched,NULL,NULL
AAS Avg .llu,Unmatched,NULL,NULL
AAS1,Unmatched,NULL,NULL
AAS1PPM,Unmatched,NULL,NULL
AAS2,Unmatched,NULL,NULL
AAS2PPM,Unmatched,NULL,NULL
AAS3,Unmatched,NULL,NULL
AAS3PPM,Unmatched,NULL,NULL
AAS4,Unmatched,NULL,NULL
AAS4PPM,Unmatched,NULL,NULL
AAS5PPM,Unmatched,NULL,NULL
AASAg2,Unmatched,NULL,NULL
AASAvgAg,Unmatched,NULL,NULL
AAS_AV,Unmatched,NULL,NULL
AAl2O3,Unmatched,NULL,NULL
AAl2O3_WDIE_ICP_pc,Unmatched,NULL,NULL
AC Au ppb Fine ACT,Unmatched,NULL,NULL
AD Ash,Unmatched,NULL,NULL
